Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type	Gene name	Strand
ENSMUSG00000078350	4	154020470	154026230	protein_coding	Smim1	-1
ENSMUSG00000034088	1	93405940	93478815	protein_coding	Hdlbp	-1
ENSMUSG00000099731	Y	72158991	72159686	unprocessed_pseudogene	Gm29181	1
ENSMUSG00000117633	18	14232309	14278542	lincRNA	8430422H06Rik	1
ENSMUSG00000074221	7	29983955	30028282	protein_coding	Zfp568	1
ENSMUSG00000117470	18	14308387	14308780	processed_pseudogene	Gm50095	1
ENSMUSG00000106959	6	28233081	28237013	TEC	Gm42548	-1
ENSMUSG00000096902	Y	72220863	72247118	protein_coding	Gm20843	-1
ENSMUSG00000069862	8	123206623	123207021	processed_pseudogene	Rps12-ps9	1
ENSMUSG00000107431	6	57845586	57848312	TEC	Gm44114	1
ENSMUSG00000093530	6	57872415	57872916	unprocessed_pseudogene	Vmn1r-ps12	-1
ENSMUSG00000043308	7	11874630	11884307	protein_coding	Vmn1r75	1
ENSMUSG00000015027	8	122578242	122611463	protein_coding	Galns	-1
ENSMUSG00000115091	6	57898126	57908028	protein_coding	Vmn1r22	-1
ENSMUSG00000112215	12	47199991	47200469	processed_pseudogene	Gm2089	1
ENSMUSG00000118348	18	55841665	55843018	processed_pseudogene	Gm6942	1
ENSMUSG00000113049	13	13034858	13038936	lincRNA	Gm48544	1
ENSMUSG00000110054	7	11890770	11900556	unprocessed_pseudogene	Gm18851	-1
ENSMUSG00000112232	12	47532257	47544289	lincRNA	Gm48578	1
ENSMUSG00000092285	7	11911246	11912210	unprocessed_pseudogene	Vmn1r-ps56	-1
ENSMUSG00000093376	6	57925842	57926838	protein_coding	Vmn1r23	-1
ENSMUSG00000103475	2	14345677	14347520	TEC	Gm37697	1
ENSMUSG00000118141	18	55938153	55961877	lincRNA	Gm4230	1
ENSMUSG00000113150	13	13076118	13078045	processed_pseudogene	Gm18263	1
ENSMUSG00000085572	10	14664220	14668318	antisense	Gm16234	1
ENSMUSG00000112908	12	47812905	47813249	processed_pseudogene	Gm7392	1
ENSMUSG00000101825	Y	67948842	67949537	unprocessed_pseudogene	Gm21806	1
ENSMUSG00000093541	6	57949683	57949971	processed_pseudogene	Gm20660	-1
ENSMUSG00000109811	7	11915871	11916492	processed_pseudogene	Tpt1-ps4	1
ENSMUSG00000115507	6	57954707	57961503	protein_coding	Vmn1r24	-1
ENSMUSG00000113567	13	13078702	13081311	unprocessed_pseudogene	Gm32300	-1
ENSMUSG00000019868	10	14654755	14705560	protein_coding	Vta1	-1
ENSMUSG00000099976	Y	68023542	68024234	unprocessed_pseudogene	Gm20935	1
ENSMUSG00000099501	Y	68131623	68134861	lincRNA	Gm29662	-1
ENSMUSG00000111984	12	48047000	48047534	unprocessed_pseudogene	Gm46327	-1
ENSMUSG00000115668	6	57978299	57980810	protein_coding	Vmn1r25	-1
ENSMUSG00000050379	X	36911326	36991794	protein_coding	Septin6	-1
ENSMUSG00000098141	18	55972286	55973291	processed_pseudogene	Gm6944	1
ENSMUSG00000108110	6	59942351	59943308	processed_pseudogene	Gm18012	1
ENSMUSG00000112085	12	48495219	48495486	unprocessed_pseudogene	Gm48587	1
ENSMUSG00000107481	6	48755338	48756368	lincRNA	4833403J16Rik	1
ENSMUSG00000113624	13	13103874	13105410	processed_pseudogene	Gm18879	1
ENSMUSG00000107678	6	57993448	57993581	unprocessed_pseudogene	Vmn1r-ps13	-1
ENSMUSG00000086029	2	105536080	105670330	antisense	Pax6os1	-1
ENSMUSG00000108298	6	48754230	48755986	lincRNA	Gm44226	-1
ENSMUSG00000100571	Y	9609197	9609575	processed_pseudogene	Gm29474	-1
ENSMUSG00000115267	7	11923523	11938213	protein_coding	Vmn1r76	-1
ENSMUSG00000048697	6	58004934	58015159	protein_coding	Vmn1r26	-1
ENSMUSG00000118137	18	56284852	56285308	processed_pseudogene	Gm50385	1
ENSMUSG00000100087	Y	9707917	9726230	unprocessed_pseudogene	Gm29475	-1
ENSMUSG00000106934	5	36910114	36910263	TEC	Gm42506	1
ENSMUSG00000087487	5	36873595	36876879	antisense	Ppp2r2cos	-1
ENSMUSG00000091277	12	48555308	48559885	unprocessed_pseudogene	Gm1818	-1
ENSMUSG00000117688	18	56390143	56390617	processed_pseudogene	Gm8629	1
ENSMUSG00000099991	Y	68165621	68168964	lincRNA	Gm29660	1
ENSMUSG00000112005	12	48632293	48632457	processed_pseudogene	Gm29818	1
ENSMUSG00000094556	Y	9781804	9784197	protein_coding	Gm20821	1
ENSMUSG00000029120	5	36868513	36955078	protein_coding	Ppp2r2c	1
ENSMUSG00000108639	12	48903821	48906044	unprocessed_pseudogene	AC124542.1	-1
ENSMUSG00000110271	7	11952422	11953403	processed_pseudogene	Gm45387	-1
ENSMUSG00000081701	2	105537093	105537482	transcribed_processed_pseudogene	Gm13890	-1
ENSMUSG00000071419	6	58017506	58017943	processed_pseudogene	Rps15-ps2	1
ENSMUSG00000102424	2	105657862	105661343	lincRNA	Paupar	-1
ENSMUSG00000039264	6	48764464	48770851	protein_coding	Gimap3	-1
ENSMUSG00000093382	6	58046448	58049899	transcribed_unprocessed_pseudogene	Vmn1r-ps14	-1
ENSMUSG00000093666	6	58073596	58079129	transcribed_unprocessed_pseudogene	Vmn1r-ps15	-1
ENSMUSG00000034587	11	3452365	3479831	processed_transcript	8430429K09Rik	1
ENSMUSG00000093560	6	58091076	58092247	processed_pseudogene	Gm6695	1
ENSMUSG00000043740	17	48316141	48327024	protein_coding	B430306N03Rik	1
ENSMUSG00000107530	6	58108063	58108167	unprocessed_pseudogene	Vmn1r-ps16	-1
ENSMUSG00000081176	16	91114189	91114599	processed_pseudogene	H3f3a-ps2	-1
ENSMUSG00000086115	5	9353759	9354000	processed_pseudogene	Gm15733	1
ENSMUSG00000116981	16	91133121	91133429	processed_pseudogene	Gm49611	-1
ENSMUSG00000116749	16	91135275	91135476	processed_pseudogene	Gm49612	-1
ENSMUSG00000056004	5	9266118	9481825	protein_coding	9330182L06Rik	1
ENSMUSG00000116763	16	91138455	91159089	lincRNA	Gm41492	-1
ENSMUSG00000086243	11	34141827	34143421	lincRNA	Gm12121	1
ENSMUSG00000089949	15	37242403	37243162	antisense	Gm16137	-1
ENSMUSG00000042774	10	78963309	78971338	protein_coding	Olfr1353	1
ENSMUSG00000089804	15	37231793	37233309	antisense	Gm16136	-1
ENSMUSG00000097713	3	35863877	35864865	processed_pseudogene	Gm7741	1
ENSMUSG00000044457	1	46020072	46030469	transcribed_processed_pseudogene	Stk-ps2	-1
ENSMUSG00000116088	15	72588283	72606053	antisense	Gm49460	1
ENSMUSG00000116314	15	72725404	72725860	processed_pseudogene	Gm49459	1
ENSMUSG00000022286	15	37233036	37363569	protein_coding	Grhl2	1
ENSMUSG00000047921	15	72589620	73061204	protein_coding	Trappc9	-1
ENSMUSG00000092540	11	103879915	103880243	processed_pseudogene	Gm8738	-1
ENSMUSG00000107362	5	65541929	65543680	TEC	Gm40309	1
ENSMUSG00000034187	11	103821782	103954056	protein_coding	Nsf	-1
ENSMUSG00000081059	11	3470902	3471377	processed_pseudogene	Gm11945	-1
ENSMUSG00000100049	Y	9986127	9986276	unprocessed_pseudogene	Gm28506	-1
ENSMUSG00000084936	11	97160990	97161675	antisense	Gm11583	1
ENSMUSG00000031553	8	24677225	24725852	protein_coding	Adam3	-1
ENSMUSG00000001440	11	97159714	97187881	protein_coding	Kpnb1	-1
ENSMUSG00000100477	Y	10019064	10019766	unprocessed_pseudogene	Gm28507	-1
ENSMUSG00000100800	Y	10065783	10066481	unprocessed_pseudogene	Gm21301	-1
ENSMUSG00000099439	Y	10084919	10085614	unprocessed_pseudogene	Gm29142	-1
ENSMUSG00000025165	11	121067407	121081220	protein_coding	Sectm1a	-1
ENSMUSG00000117370	18	3446814	3447222	processed_pseudogene	Gm6235	1
ENSMUSG00000028654	4	122995652	123002485	protein_coding	Mycl	1
ENSMUSG00000084948	18	69943320	69969609	antisense	1700061H18Rik	-1
ENSMUSG00000097500	8	120643950	120653687	antisense	Gm26537	1
ENSMUSG00000095032	Y	10144735	10147183	protein_coding	Gm21310	-1
ENSMUSG00000033594	8	123229801	123236233	protein_coding	Spata2l	-1
ENSMUSG00000021171	12	116281196	116391050	protein_coding	Esyt2	1
ENSMUSG00000038903	18	69925426	69969484	protein_coding	Ccdc68	1
ENSMUSG00000117389	18	3466371	3466502	processed_pseudogene	Gm50088	-1
ENSMUSG00000117365	18	14309209	14331676	lincRNA	Gm29992	-1
ENSMUSG00000096528	18	3471630	3474315	TEC	G430049J08Rik	1
ENSMUSG00000098077	5	7399362	7400362	processed_pseudogene	Gm4960	-1
ENSMUSG00000021000	12	59095799	59191583	protein_coding	Mia2	1
ENSMUSG00000117469	18	3484218	3485193	processed_pseudogene	Gm50089	1
ENSMUSG00000024587	18	64499647	64516652	protein_coding	Nars	-1
ENSMUSG00000074274	7	25152457	25156627	lincRNA	D930028M14Rik	1
ENSMUSG00000099372	Y	10151537	10154879	lincRNA	Gm28509	-1
ENSMUSG00000117605	18	14331861	14333396	lincRNA	Gm50097	1
ENSMUSG00000028484	4	83455680	83486459	protein_coding	Psip1	-1
ENSMUSG00000100694	Y	72271926	72275164	lincRNA	Gm29182	1
ENSMUSG00000045410	13	4590750	4609174	protein_coding	Akr1e1	-1
ENSMUSG00000055795	18	14424868	14425303	processed_pseudogene	Gm5160	1
ENSMUSG00000117607	18	14492005	14492243	processed_pseudogene	Gm50098	1
ENSMUSG00000030538	7	80227147	80232813	protein_coding	Cib1	-1
ENSMUSG00000003190	7	44991222	44998712	protein_coding	Bcl2l12	-1
ENSMUSG00000000738	8	123062942	123097760	protein_coding	Spg7	1
ENSMUSG00000008496	7	25087344	25179726	protein_coding	Pou2f2	-1
ENSMUSG00000033961	7	12977848	12985714	protein_coding	Zfp446	1
ENSMUSG00000069814	11	74619605	74641516	protein_coding	Ccdc92b	1
ENSMUSG00000021532	13	68582234	68592338	protein_coding	Fastkd3	1
ENSMUSG00000083717	3	109192003	109192867	processed_pseudogene	Gm13865	-1
ENSMUSG00000108685	7	17797825	17799996	TEC	Gm45149	-1
ENSMUSG00000111980	10	33463905	33464348	processed_pseudogene	Gm20304	1
ENSMUSG00000023185	7	17812633	17815663	protein_coding	Ceacam14	1
ENSMUSG00000112521	10	33412076	33412528	processed_pseudogene	Gm29884	1
ENSMUSG00000060467	9	44374744	44375181	processed_pseudogene	Gm10080	-1
ENSMUSG00000063216	10	79012472	79019645	protein_coding	Olfr1351	1
ENSMUSG00000047824	3	89430214	89435128	protein_coding	Pygo2	1
ENSMUSG00000022526	15	76851609	76871435	protein_coding	Zfp251	-1
ENSMUSG00000110252	8	62193441	62194212	processed_pseudogene	Gm2961	-1
ENSMUSG00000071644	19	8967041	8978479	protein_coding	Eef1g	1
ENSMUSG00000109687	8	62486792	62488488	processed_pseudogene	Hspd1-ps2	-1
ENSMUSG00000109895	8	62539650	62540469	processed_pseudogene	Gm2975	1
ENSMUSG00000029028	4	154011731	154021513	protein_coding	Lrrc47	1
ENSMUSG00000109740	8	62546946	62547831	processed_pseudogene	Gm7561	-1
ENSMUSG00000112732	10	78972103	79012892	lincRNA	Gm47343	-1
ENSMUSG00000109767	8	62616317	62634645	lincRNA	Gm45460	-1
ENSMUSG00000046493	10	78981050	78987903	protein_coding	Olfr1352	1
ENSMUSG00000110364	8	62749686	62761858	lincRNA	Gm45462	1
ENSMUSG00000109994	8	62646335	62855382	lincRNA	Gm45459	-1
ENSMUSG00000078793	7	17871767	17919010	protein_coding	Gm5155	1
ENSMUSG00000037578	19	44147637	44192442	protein_coding	Pkd2l1	-1
ENSMUSG00000109975	12	21543307	21554521	transcribed_unprocessed_pseudogene	Gm19196	1
ENSMUSG00000111088	9	44378633	44379450	TEC	9430081H08Rik	-1
ENSMUSG00000026069	1	40429570	40465415	protein_coding	Il1rl1	1
ENSMUSG00000087138	7	44986900	44994597	antisense	Gm15545	1
ENSMUSG00000023992	17	48346401	48354147	protein_coding	Trem2	1
ENSMUSG00000026981	2	24336853	24351494	protein_coding	Il1rn	1
ENSMUSG00000094775	X	24948574	24969751	unprocessed_pseudogene	Gm2759	-1
ENSMUSG00000105277	3	106042964	106043431	processed_pseudogene	Gm9504	-1
ENSMUSG00000031150	X	7731714	7750905	protein_coding	Ccdc120	-1
ENSMUSG00000089811	15	37331989	37332809	processed_pseudogene	Gm16138	-1
ENSMUSG00000057564	14	52458829	52467495	protein_coding	Olfr1508	-1
ENSMUSG00000082188	X	25112160	25115171	unprocessed_pseudogene	Gm2768	-1
ENSMUSG00000027345	2	132424741	132452499	lincRNA	4921508D12Rik	1
ENSMUSG00000038020	11	98836785	98853697	protein_coding	Rapgefl1	1
ENSMUSG00000002871	6	88902251	88912238	protein_coding	Tpra1	1
ENSMUSG00000086379	2	132490634	132524057	antisense	1700026D11Rik	1
ENSMUSG00000105051	3	106091034	106091349	processed_pseudogene	Gm4248	1
ENSMUSG00000025171	19	41981763	42034643	protein_coding	Ubtd1	1
ENSMUSG00000105343	14	52482885	52483060	processed_pseudogene	Gm43512	-1
ENSMUSG00000083137	11	121092392	121092559	processed_pseudogene	Gm11792	-1
ENSMUSG00000059887	14	52488791	52495749	protein_coding	Olfr1507	-1
ENSMUSG00000021490	13	55398187	55415592	protein_coding	Slc34a1	1
ENSMUSG00000086250	2	132483212	132501148	lincRNA	Gm14095	-1
ENSMUSG00000022305	15	39870589	39943994	protein_coding	Lrp12	-1
ENSMUSG00000096620	X	25277483	25301455	protein_coding	Gm5169	-1
ENSMUSG00000037263	19	3958645	3972103	protein_coding	Aldh3b3	1
ENSMUSG00000115012	15	30961300	30962878	antisense	9630009A06Rik	-1
ENSMUSG00000112985	13	68590481	68594722	antisense	Gm48556	-1
ENSMUSG00000115073	15	30428844	30430233	TEC	Gm49283	1
ENSMUSG00000115337	15	30597094	30626621	antisense	4930570B17Rik	-1
ENSMUSG00000015085	2	25395874	25401321	protein_coding	Entpd2	1
ENSMUSG00000086824	18	69969677	69972366	antisense	4930448D08Rik	1
ENSMUSG00000084853	11	121096641	121097207	lincRNA	Gm11791	-1
ENSMUSG00000049625	13	56173704	56178885	protein_coding	Tifab	-1
ENSMUSG00000082510	11	121106147	121107127	processed_pseudogene	Gm11793	-1
ENSMUSG00000090722	12	91674812	91686113	sense_intronic	Gm8378	-1
ENSMUSG00000106131	14	52508542	52509082	processed_pseudogene	Gm36382	-1
ENSMUSG00000003955	16	36043761	36071594	protein_coding	Fam162a	-1
ENSMUSG00000110225	8	24711406	24714550	TEC	Gm45528	1
ENSMUSG00000096724	X	25359128	25380281	unprocessed_pseudogene	Gm1989	-1
ENSMUSG00000039337	11	121116215	121118677	protein_coding	Tex19.2	-1
ENSMUSG00000086689	12	91684665	91693590	antisense	Gm16876	1
ENSMUSG00000109877	2	155074181	155099510	antisense	Gm45609	1
ENSMUSG00000029001	4	148152800	148160482	protein_coding	Fbxo44	-1
ENSMUSG00000027597	2	155059310	155074497	protein_coding	Ahcy	-1
ENSMUSG00000040405	11	46735080	46779578	protein_coding	Havcr1	1
ENSMUSG00000020961	12	91633009	91788387	protein_coding	Ston2	-1
ENSMUSG00000053740	18	14570147	14570638	processed_pseudogene	Gm6457	1
ENSMUSG00000114341	13	56202231	56202937	processed_pseudogene	Gm47104	-1
ENSMUSG00000073267	X	25548296	25570452	protein_coding	Gm1993	-1
ENSMUSG00000101844	Y	72382594	72383247	unprocessed_pseudogene	Gm20844	-1
ENSMUSG00000025202	19	44203269	44244016	protein_coding	Scd3	1
ENSMUSG00000039838	4	150628572	150652174	protein_coding	Slc45a1	-1
ENSMUSG00000081226	5	7857108	7857847	processed_pseudogene	Gm8802	1
ENSMUSG00000034379	16	36041190	36043928	protein_coding	Wdr5b	1
ENSMUSG00000105068	5	7680108	7960346	lincRNA	Gm30835	-1
ENSMUSG00000104624	5	7923833	7924124	processed_pseudogene	Gm43478	1
ENSMUSG00000026683	1	169497934	169531464	protein_coding	Nuf2	-1
ENSMUSG00000081595	4	146058776	146059523	processed_pseudogene	Gm13036	1
ENSMUSG00000101699	Y	10277698	10278393	unprocessed_pseudogene	Gm28508	-1
ENSMUSG00000104482	1	188246140	188257885	lincRNA	Gm38064	1
ENSMUSG00000020608	12	11265886	11319785	protein_coding	Smc6	1
ENSMUSG00000106478	5	137857045	137860318	antisense	Gm36551	1
ENSMUSG00000082195	4	146067752	146070928	processed_pseudogene	Gm13034	1
ENSMUSG00000024232	18	3507923	3516404	protein_coding	Bambi	1
ENSMUSG00000083733	4	146073257	146073598	processed_pseudogene	Gm13035	-1
ENSMUSG00000066684	5	137852147	137858106	protein_coding	Pilrb1	-1
ENSMUSG00000116988	17	8082695	8147788	protein_coding	Gm49673	-1
ENSMUSG00000079339	19	34592891	34601956	protein_coding	Ifit1bl1	-1
ENSMUSG00000028013	3	133310110	133378235	protein_coding	Ppa2	1
ENSMUSG00000110559	8	93646386	93687958	lincRNA	Gm26843	-1
ENSMUSG00000110713	8	93707015	93719975	lincRNA	Gm30606	-1
ENSMUSG00000007564	17	20945311	20965916	protein_coding	Ppp2r1a	1
ENSMUSG00000117900	19	44225796	44246570	antisense	Gm50323	-1
ENSMUSG00000116760	17	7982522	8101241	processed_transcript	Gm1604a	-1
ENSMUSG00000097361	13	56222224	56243940	lincRNA	4930550C17Rik	-1
ENSMUSG00000110672	8	93747575	93749852	TEC	Gm45786	-1
ENSMUSG00000095242	Y	10322618	10324589	protein_coding	Gm20834	-1
ENSMUSG00000117454	18	3558675	3560037	processed_pseudogene	Gm50090	1
ENSMUSG00000048904	13	56250478	56252163	protein_coding	Neurog1	-1
ENSMUSG00000062488	19	34607970	34613401	protein_coding	Ifit3b	1
ENSMUSG00000118217	19	44252517	44261446	unprocessed_pseudogene	Gm6951	1
ENSMUSG00000075296	19	3972328	3981646	protein_coding	Aldh3b2	1
ENSMUSG00000074896	19	34583531	34588731	protein_coding	Ifit3	1
ENSMUSG00000027364	2	126709096	126783470	protein_coding	Usp50	-1
ENSMUSG00000038037	16	10782240	10785536	protein_coding	Socs1	-1
ENSMUSG00000024392	17	35135178	35147322	protein_coding	Bag6	1
ENSMUSG00000117678	18	70070223	70071141	processed_pseudogene	Gm50219	1
ENSMUSG00000024511	18	69979131	70141605	protein_coding	Rab27b	-1
ENSMUSG00000097520	8	93750147	93813722	antisense	4930488L21Rik	-1
ENSMUSG00000105248	6	68387561	68389071	processed_pseudogene	Gm5310	-1
ENSMUSG00000095687	17	8115445	8148097	protein_coding	Rnaset2a	-1
ENSMUSG00000031748	8	93809966	93969388	protein_coding	Gnao1	1
ENSMUSG00000043050	16	10787936	10788660	protein_coding	Tnp2	-1
ENSMUSG00000029128	5	41624976	41708157	protein_coding	Rab28	-1
ENSMUSG00000117506	18	3616281	3618242	TEC	Gm50091	1
ENSMUSG00000117463	18	3857769	3858580	processed_pseudogene	Rpl7a-ps6	-1
ENSMUSG00000108514	7	76611065	76612015	TEC	2310001K20Rik	1
ENSMUSG00000108771	7	76698141	76699717	TEC	Gm45210	-1
ENSMUSG00000087254	2	155097789	155100081	lincRNA	2310005A03Rik	-1
ENSMUSG00000101396	Y	10412737	10444691	protein_coding	Gm28510	1
ENSMUSG00000098009	7	76244746	76245938	processed_pseudogene	Gm5597	-1
ENSMUSG00000116713	16	91174989	91175334	processed_pseudogene	Gm49613	-1
ENSMUSG00000009093	10	75814943	75822543	protein_coding	Gstt4	-1
ENSMUSG00000102762	1	36332708	36333420	lincRNA	4930403P22Rik	1
ENSMUSG00000025754	7	76229887	77124698	protein_coding	Agbl1	1
ENSMUSG00000104955	5	96849505	96852938	lincRNA	1700016F12Rik	1
ENSMUSG00000117395	18	4010256	4011157	processed_pseudogene	Gm7378	1
ENSMUSG00000117565	18	4052351	4052536	processed_pseudogene	Gm6248	-1
ENSMUSG00000106319	5	96879342	96891172	lincRNA	Gm42601	1
ENSMUSG00000037808	9	13827716	13854987	protein_coding	Fam76b	1
ENSMUSG00000040717	14	27038941	27107286	protein_coding	Il17rd	1
ENSMUSG00000023993	17	48359916	48367176	protein_coding	Treml1	1
ENSMUSG00000104698	5	96879518	96882741	TEC	Gm42602	1
ENSMUSG00000028876	4	124880899	124917800	protein_coding	Epha10	1
ENSMUSG00000012428	5	7960457	7982213	protein_coding	Steap4	1
ENSMUSG00000050058	16	10790505	10790914	protein_coding	Prm3	-1
ENSMUSG00000015094	2	25399351	25409494	protein_coding	Npdc1	1
ENSMUSG00000105871	5	96912700	96913241	TEC	Gm43147	-1
ENSMUSG00000118622	14	24280377	24282531	unprocessed_pseudogene	AC163638.3	-1
ENSMUSG00000106357	5	96921272	96934867	lincRNA	Gm8013	1
ENSMUSG00000114648	14	24285109	24290650	unprocessed_pseudogene	Gm19034	1
ENSMUSG00000053063	6	129342691	129365303	protein_coding	Clec12a	1
ENSMUSG00000112458	10	117864670	117868075	lincRNA	Gm40773	1
ENSMUSG00000112711	10	117863681	117866715	lincRNA	Gm32552	-1
ENSMUSG00000100995	Y	10496820	10497518	unprocessed_pseudogene	Gm29525	-1
ENSMUSG00000085869	4	150668248	150678792	lincRNA	Gm16079	-1
ENSMUSG00000100273	Y	10510482	10510860	processed_pseudogene	Gm29526	-1
ENSMUSG00000105283	5	96910341	96922175	lincRNA	Gm33370	-1
ENSMUSG00000112500	10	117925459	117948292	lincRNA	4933411E08Rik	1
ENSMUSG00000095950	Y	10533609	10536042	protein_coding	Gm20737	-1
ENSMUSG00000087155	X	36910834	36911985	antisense	Gm15008	1
ENSMUSG00000038015	16	10791380	10796134	protein_coding	Prm2	-1
ENSMUSG00000030854	7	47077795	47133684	protein_coding	Ptpn5	-1
ENSMUSG00000045989	7	126830468	126831639	protein_coding	4930451I11Rik	-1
ENSMUSG00000046916	10	5593775	5606904	protein_coding	Myct1	1
ENSMUSG00000051747	2	76703980	76982547	protein_coding	Ttn	-1
ENSMUSG00000085383	2	136137006	136140161	antisense	Gm14218	1
ENSMUSG00000105377	5	96936813	96937332	TEC	Gm43148	1
ENSMUSG00000039913	2	136081104	136387967	protein_coding	Pak7	-1
ENSMUSG00000105257	5	96940297	96940781	TEC	Gm43144	1
ENSMUSG00000085263	4	124890888	124894782	antisense	1700125G02Rik	-1
ENSMUSG00000071671	16	10801381	10801713	processed_pseudogene	Gm10343	1
ENSMUSG00000116038	16	10797943	10812726	antisense	Gm46563	1
ENSMUSG00000027015	2	71117923	71142926	protein_coding	Cybrd1	1
ENSMUSG00000022501	16	10796326	10805839	protein_coding	Prm1	-1
ENSMUSG00000082867	5	8055139	8055553	processed_pseudogene	Gm15730	1
ENSMUSG00000027363	2	126707328	126759297	protein_coding	Usp8	1
ENSMUSG00000099803	7	110626281	110639358	antisense	Gm28863	-1
ENSMUSG00000033177	16	45656315	45693658	protein_coding	Tmprss7	-1
ENSMUSG00000117958	19	44272271	44278228	transcribed_processed_pseudogene	Gm35183	1
ENSMUSG00000086528	5	8037294	8052707	antisense	Gm15731	-1
ENSMUSG00000030760	7	98206389	98321208	protein_coding	Acer3	-1
ENSMUSG00000030790	7	110627661	110629820	protein_coding	Adm	1
ENSMUSG00000003161	5	8046078	8069379	protein_coding	Sri	1
ENSMUSG00000066009	4	146097298	146126621	protein_coding	Zfp987	1
ENSMUSG00000105006	5	96996206	96997364	lincRNA	Gm9484	-1
ENSMUSG00000107305	13	53403950	53414830	lincRNA	Gm43262	-1
ENSMUSG00000044444	13	55414688	55415232	protein_coding	Pfn3	-1
ENSMUSG00000020268	11	54826866	54860916	protein_coding	Lyrm7	-1
ENSMUSG00000107008	13	53393657	53455630	lincRNA	Gm2762	1
ENSMUSG00000115877	15	99348821	99349535	processed_pseudogene	Gm49478	-1
ENSMUSG00000109700	7	110690163	110699734	lincRNA	Gm21123	-1
ENSMUSG00000110249	8	55073249	55077134	TEC	9330121K16Rik	1
ENSMUSG00000110308	8	63020866	63025047	TEC	Gm45516	1
ENSMUSG00000109736	8	55080404	55081715	processed_pseudogene	Gm8734	-1
ENSMUSG00000056418	9	96435783	96438138	lincRNA	BC043934	-1
ENSMUSG00000109749	7	110712041	110713397	processed_pseudogene	Gm18907	-1
ENSMUSG00000109744	8	62979221	62983755	TEC	Gm45461	1
ENSMUSG00000110025	8	55532291	55532837	processed_pseudogene	Gm20586	1
ENSMUSG00000026977	2	60209887	60250676	protein_coding	Marchf7	1
ENSMUSG00000118397	9	96426326	96449345	unitary_pseudogene	Gm50488	-1
ENSMUSG00000054162	8	62951009	63357103	protein_coding	Spock3	1
ENSMUSG00000085124	7	34438137	34520885	lincRNA	Gm12766	1
ENSMUSG00000026149	1	82756649	82768461	protein_coding	Tm4sf20	-1
ENSMUSG00000081863	7	34495421	34496065	processed_pseudogene	Gm12780	-1
ENSMUSG00000051234	9	96470937	96478675	protein_coding	Rnf7	-1
ENSMUSG00000099432	1	46056310	46058986	unprocessed_pseudogene	Gm18849	1
ENSMUSG00000025172	19	42036000	42045110	protein_coding	Ankrd2	1
ENSMUSG00000087657	7	132597387	132599637	antisense	Gm16764	1
ENSMUSG00000021258	12	108179579	108203359	protein_coding	Ccnk	1
ENSMUSG00000017009	2	164424247	164443887	protein_coding	Sdc4	-1
ENSMUSG00000040205	7	131308554	131322292	protein_coding	Cuzd1	-1
ENSMUSG00000099564	9	96486001	96525264	protein_coding	Gm28729	-1
ENSMUSG00000030945	7	119554340	119600690	protein_coding	Acsm2	1
ENSMUSG00000101615	9	96537161	96537854	processed_pseudogene	Gm8495	1
ENSMUSG00000116882	16	91222100	91222926	TEC	Gm49614	-1
ENSMUSG00000110682	8	122760045	122763021	lincRNA	A530010L16Rik	-1
ENSMUSG00000039830	16	91225457	91228677	protein_coding	Olig2	1
ENSMUSG00000110064	8	55659353	55659947	processed_pseudogene	Gm18320	1
ENSMUSG00000109943	8	55777199	55777982	processed_pseudogene	Gm45610	1
ENSMUSG00000090489	1	93421700	93422488	processed_pseudogene	Gm17415	1
ENSMUSG00000055041	15	76899910	76901305	protein_coding	Commd5	1
ENSMUSG00000086631	7	34544472	34581691	lincRNA	Gm12784	1
ENSMUSG00000030368	7	17972124	17978556	protein_coding	Ceacam11	1
ENSMUSG00000110612	8	124005305	124006046	processed_pseudogene	Gm17827	1
ENSMUSG00000024175	17	25454615	25476602	protein_coding	Tekt4	1
ENSMUSG00000001482	8	123423527	123463270	protein_coding	Def8	1
ENSMUSG00000046258	8	55870912	55906948	protein_coding	Adam29	-1
ENSMUSG00000032413	9	96539300	96631617	protein_coding	Rasa2	-1
ENSMUSG00000118585	7	131204932	131205063	unprocessed_pseudogene	AC110885.1	1
ENSMUSG00000030788	7	110800432	110844457	protein_coding	Rnf141	-1
ENSMUSG00000084883	12	108203602	108275425	protein_coding	Ccdc85c	-1
ENSMUSG00000023572	2	121008403	121016904	protein_coding	Ccndbp1	1
ENSMUSG00000033669	15	76879259	76892395	protein_coding	Zfp7	1
ENSMUSG00000060205	10	79028741	79036274	protein_coding	Olfr57	1
ENSMUSG00000113498	12	21624760	21630450	unprocessed_pseudogene	Gm4036	-1
ENSMUSG00000117247	17	72520282	72522643	TEC	Gm49923	-1
ENSMUSG00000093846	12	22115756	22156646	lincRNA	Gm4425	-1
ENSMUSG00000117046	17	72256258	72257146	processed_pseudogene	Gm19183	1
ENSMUSG00000028730	4	118554551	118620777	protein_coding	Cfap57	-1
ENSMUSG00000055471	17	71868972	72604627	protein_coding	Alk	-1
ENSMUSG00000113638	12	22203105	22208643	unprocessed_pseudogene	Gm9289	-1
ENSMUSG00000105129	5	105980573	105981182	processed_pseudogene	Gm19566	-1
ENSMUSG00000105707	5	62656799	62660107	TEC	Gm43753	-1
ENSMUSG00000092597	12	22274385	22274512	unprocessed_pseudogene	Gm20486	-1
